,draw_number,date,num1,num2,num3,num4,num5,num6,num7,sup1,sup2,p-1-num1,p-1-num2,p-1-num3,p-1-num4,p-1-num5,p-1-num6,p-1-num7,p-1-sup1,p-1-sup2,p-2-num1,p-2-num2,p-2-num3,p-2-num4,p-2-num5,p-2-num6,p-2-num7,p-2-sup1,p-2-sup2,p-3-num1,p-3-num2,p-3-num3,p-3-num4,p-3-num5,p-3-num6,p-3-num7,p-3-sup1,p-3-sup2,p-4-num1,p-4-num2,p-4-num3,p-4-num4,p-4-num5,p-4-num6,p-4-num7,p-4-sup1,p-4-sup2,p-5-num1,p-5-num2,p-5-num3,p-5-num4,p-5-num5,p-5-num6,p-5-num7,p-5-sup1,p-5-sup2,p-6-num1,p-6-num2,p-6-num3,p-6-num4,p-6-num5,p-6-num6,p-6-num7,p-6-sup1,p-6-sup2,p-7-num1,p-7-num2,p-7-num3,p-7-num4,p-7-num5,p-7-num6,p-7-num7,p-7-sup1,p-7-sup2,p-8-num1,p-8-num2,p-8-num3,p-8-num4,p-8-num5,p-8-num6,p-8-num7,p-8-sup1,p-8-sup2,p-9-num1,p-9-num2,p-9-num3,p-9-num4,p-9-num5,p-9-num6,p-9-num7,p-9-sup1,p-9-sup2,p-10-num1,p-10-num2,p-10-num3,p-10-num4,p-10-num5,p-10-num6,p-10-num7,p-10-sup1,p-10-sup2,p-1,p-2,p-3,p-4,p-5,p-6,p-7,p-8,p-9,p-10,current,random,p-1-9-gong,p-2-9-gong,p-3-9-gong,p-4-9-gong,p-5-9-gong,p-6-9-gong,p-7-9-gong,p-8-9-gong,p-9-9-gong,p-10-9-gong
157,766,20081021,11,21,1,27,43,45,13,23,35,17,2,6,26,11,22,45,24,20,8,10,15,17,39,40,14,11,22,42,36,12,1,6,29,15,26,10,1,37,43,45,34,19,9,25,28,3,1,24,22,26,44,19,45,41,28,41,36,31,15,39,42,8,9,15,39,28,25,17,10,31,19,30,23,27,43,25,37,45,13,44,18,17,9,42,5,10,43,25,11,4,27,42,25,7,45,30,19,13,24,"[17, 2, 6, 26, 11, 22, 45]","[8, 10, 15, 17, 39, 40, 14]","[42, 36, 12, 1, 6, 29, 15]","[1, 37, 43, 45, 34, 19, 9]","[3, 1, 24, 22, 26, 44, 19]","[28, 41, 36, 31, 15, 39, 42]","[15, 39, 28, 25, 17, 10, 31]","[23, 27, 43, 25, 37, 45, 13]","[17, 9, 42, 5, 10, 43, 25]","[27, 42, 25, 7, 45, 30, 19]","[11, 21, 1, 27, 43, 45, 13]","[34, 36, 8, 40, 13, 15, 25]","[35, 19, 25, 3, 11, 22, 1]","[17, 1, 16, 30, 16, 31, 40]","[40, 10, 4, 8, 31, 43, 1]","[3, 19, 38, 1, 36, 13, 10]","[7, 10, 7, 20, 41, 43, 25]","[12, 10, 10, 38, 31, 28, 28]","[31, 37, 23, 41, 41, 31, 7]","[2, 19, 38, 41, 6, 1, 34]","[35, 37, 34, 36, 6, 40, 16]","[10, 19, 11, 5, 1, 1, 25]"
158,767,20081028,20,27,12,2,37,16,11,29,5,11,21,1,27,43,45,13,23,35,17,2,6,26,11,22,45,24,20,8,10,15,17,39,40,14,11,22,42,36,12,1,6,29,15,26,10,1,37,43,45,34,19,9,25,28,3,1,24,22,26,44,19,45,41,28,41,36,31,15,39,42,8,9,15,39,28,25,17,10,31,19,30,23,27,43,25,37,45,13,44,18,17,9,42,5,10,43,25,11,4,"[11, 21, 1, 27, 43, 45, 13]","[17, 2, 6, 26, 11, 22, 45]","[8, 10, 15, 17, 39, 40, 14]","[42, 36, 12, 1, 6, 29, 15]","[1, 37, 43, 45, 34, 19, 9]","[3, 1, 24, 22, 26, 44, 19]","[28, 41, 36, 31, 15, 39, 42]","[15, 39, 28, 25, 17, 10, 31]","[23, 27, 43, 25, 37, 45, 13]","[17, 9, 42, 5, 10, 43, 25]","[20, 27, 12, 2, 37, 16, 11]","[4, 7, 39, 41, 10, 27, 29]","[23, 10, 5, 10, 36, 1, 34]","[35, 19, 25, 3, 11, 22, 1]","[17, 1, 16, 30, 16, 31, 40]","[40, 10, 4, 8, 31, 43, 1]","[3, 19, 38, 1, 36, 13, 10]","[7, 10, 7, 20, 41, 43, 25]","[12, 10, 10, 38, 31, 28, 28]","[31, 37, 23, 41, 41, 31, 7]","[2, 19, 38, 41, 6, 1, 34]","[35, 37, 34, 36, 6, 40, 16]"
159,768,20081104,29,5,23,34,35,21,42,13,4,20,27,12,2,37,16,11,29,5,11,21,1,27,43,45,13,23,35,17,2,6,26,11,22,45,24,20,8,10,15,17,39,40,14,11,22,42,36,12,1,6,29,15,26,10,1,37,43,45,34,19,9,25,28,3,1,24,22,26,44,19,45,41,28,41,36,31,15,39,42,8,9,15,39,28,25,17,10,31,19,30,23,27,43,25,37,45,13,44,18,"[20, 27, 12, 2, 37, 16, 11]","[11, 21, 1, 27, 43, 45, 13]","[17, 2, 6, 26, 11, 22, 45]","[8, 10, 15, 17, 39, 40, 14]","[42, 36, 12, 1, 6, 29, 15]","[1, 37, 43, 45, 34, 19, 9]","[3, 1, 24, 22, 26, 44, 19]","[28, 41, 36, 31, 15, 39, 42]","[15, 39, 28, 25, 17, 10, 31]","[23, 27, 43, 25, 37, 45, 13]","[29, 5, 23, 34, 35, 21, 42]","[32, 34, 37, 11, 12, 15, 26]","[41, 19, 4, 15, 6, 4, 22]","[23, 10, 5, 10, 36, 1, 34]","[35, 19, 25, 3, 11, 22, 1]","[17, 1, 16, 30, 16, 31, 40]","[40, 10, 4, 8, 31, 43, 1]","[3, 19, 38, 1, 36, 13, 10]","[7, 10, 7, 20, 41, 43, 25]","[12, 10, 10, 38, 31, 28, 28]","[31, 37, 23, 41, 41, 31, 7]","[2, 19, 38, 41, 6, 1, 34]"
160,769,20081111,43,12,5,34,19,15,2,32,3,29,5,23,34,35,21,42,13,4,20,27,12,2,37,16,11,29,5,11,21,1,27,43,45,13,23,35,17,2,6,26,11,22,45,24,20,8,10,15,17,39,40,14,11,22,42,36,12,1,6,29,15,26,10,1,37,43,45,34,19,9,25,28,3,1,24,22,26,44,19,45,41,28,41,36,31,15,39,42,8,9,15,39,28,25,17,10,31,19,30,"[29, 5, 23, 34, 35, 21, 42]","[20, 27, 12, 2, 37, 16, 11]","[11, 21, 1, 27, 43, 45, 13]","[17, 2, 6, 26, 11, 22, 45]","[8, 10, 15, 17, 39, 40, 14]","[42, 36, 12, 1, 6, 29, 15]","[1, 37, 43, 45, 34, 19, 9]","[3, 1, 24, 22, 26, 44, 19]","[28, 41, 36, 31, 15, 39, 42]","[15, 39, 28, 25, 17, 10, 31]","[43, 12, 5, 34, 19, 15, 2]","[34, 8, 41, 10, 19, 25, 30]","[14, 1, 3, 14, 41, 19, 28]","[41, 19, 4, 15, 6, 4, 22]","[23, 10, 5, 10, 36, 1, 34]","[35, 19, 25, 3, 11, 22, 1]","[17, 1, 16, 30, 16, 31, 40]","[40, 10, 4, 8, 31, 43, 1]","[3, 19, 38, 1, 36, 13, 10]","[7, 10, 7, 20, 41, 43, 25]","[12, 10, 10, 38, 31, 28, 28]","[31, 37, 23, 41, 41, 31, 7]"
161,770,20081118,5,30,2,19,37,11,28,14,13,43,12,5,34,19,15,2,32,3,29,5,23,34,35,21,42,13,4,20,27,12,2,37,16,11,29,5,11,21,1,27,43,45,13,23,35,17,2,6,26,11,22,45,24,20,8,10,15,17,39,40,14,11,22,42,36,12,1,6,29,15,26,10,1,37,43,45,34,19,9,25,28,3,1,24,22,26,44,19,45,41,28,41,36,31,15,39,42,8,9,"[43, 12, 5, 34, 19, 15, 2]","[29, 5, 23, 34, 35, 21, 42]","[20, 27, 12, 2, 37, 16, 11]","[11, 21, 1, 27, 43, 45, 13]","[17, 2, 6, 26, 11, 22, 45]","[8, 10, 15, 17, 39, 40, 14]","[42, 36, 12, 1, 6, 29, 15]","[1, 37, 43, 45, 34, 19, 9]","[3, 1, 24, 22, 26, 44, 19]","[28, 41, 36, 31, 15, 39, 42]","[5, 30, 2, 19, 37, 11, 28]","[7, 8, 43, 14, 22, 25, 28]","[42, 19, 21, 14, 6, 1, 13]","[14, 1, 3, 14, 41, 19, 28]","[41, 19, 4, 15, 6, 4, 22]","[23, 10, 5, 10, 36, 1, 34]","[35, 19, 25, 3, 11, 22, 1]","[17, 1, 16, 30, 16, 31, 40]","[40, 10, 4, 8, 31, 43, 1]","[3, 19, 38, 1, 36, 13, 10]","[7, 10, 7, 20, 41, 43, 25]","[12, 10, 10, 38, 31, 28, 28]"
162,771,20081125,14,5,19,27,29,30,35,20,37,5,30,2,19,37,11,28,14,13,43,12,5,34,19,15,2,32,3,29,5,23,34,35,21,42,13,4,20,27,12,2,37,16,11,29,5,11,21,1,27,43,45,13,23,35,17,2,6,26,11,22,45,24,20,8,10,15,17,39,40,14,11,22,42,36,12,1,6,29,15,26,10,1,37,43,45,34,19,9,25,28,3,1,24,22,26,44,19,45,41,"[5, 30, 2, 19, 37, 11, 28]","[43, 12, 5, 34, 19, 15, 2]","[29, 5, 23, 34, 35, 21, 42]","[20, 27, 12, 2, 37, 16, 11]","[11, 21, 1, 27, 43, 45, 13]","[17, 2, 6, 26, 11, 22, 45]","[8, 10, 15, 17, 39, 40, 14]","[42, 36, 12, 1, 6, 29, 15]","[1, 37, 43, 45, 34, 19, 9]","[3, 1, 24, 22, 26, 44, 19]","[14, 5, 19, 27, 29, 30, 35]","[1, 4, 40, 11, 19, 25, 29]","[11, 1, 9, 44, 6, 34, 34]","[42, 19, 21, 14, 6, 1, 13]","[14, 1, 3, 14, 41, 19, 28]","[41, 19, 4, 15, 6, 4, 22]","[23, 10, 5, 10, 36, 1, 34]","[35, 19, 25, 3, 11, 22, 1]","[17, 1, 16, 30, 16, 31, 40]","[40, 10, 4, 8, 31, 43, 1]","[3, 19, 38, 1, 36, 13, 10]","[7, 10, 7, 20, 41, 43, 25]"
163,772,20081202,18,36,7,40,30,9,12,11,39,14,5,19,27,29,30,35,20,37,5,30,2,19,37,11,28,14,13,43,12,5,34,19,15,2,32,3,29,5,23,34,35,21,42,13,4,20,27,12,2,37,16,11,29,5,11,21,1,27,43,45,13,23,35,17,2,6,26,11,22,45,24,20,8,10,15,17,39,40,14,11,22,42,36,12,1,6,29,15,26,10,1,37,43,45,34,19,9,25,28,"[14, 5, 19, 27, 29, 30, 35]","[5, 30, 2, 19, 37, 11, 28]","[43, 12, 5, 34, 19, 15, 2]","[29, 5, 23, 34, 35, 21, 42]","[20, 27, 12, 2, 37, 16, 11]","[11, 21, 1, 27, 43, 45, 13]","[17, 2, 6, 26, 11, 22, 45]","[8, 10, 15, 17, 39, 40, 14]","[42, 36, 12, 1, 6, 29, 15]","[1, 37, 43, 45, 34, 19, 9]","[18, 36, 7, 40, 30, 9, 12]","[2, 40, 9, 43, 44, 13, 30]","[29, 1, 32, 10, 11, 1, 31]","[11, 1, 9, 44, 6, 34, 34]","[42, 19, 21, 14, 6, 1, 13]","[14, 1, 3, 14, 41, 19, 28]","[41, 19, 4, 15, 6, 4, 22]","[23, 10, 5, 10, 36, 1, 34]","[35, 19, 25, 3, 11, 22, 1]","[17, 1, 16, 30, 16, 31, 40]","[40, 10, 4, 8, 31, 43, 1]","[3, 19, 38, 1, 36, 13, 10]"
164,773,20081209,1,17,7,24,26,12,34,33,13,18,36,7,40,30,9,12,11,39,14,5,19,27,29,30,35,20,37,5,30,2,19,37,11,28,14,13,43,12,5,34,19,15,2,32,3,29,5,23,34,35,21,42,13,4,20,27,12,2,37,16,11,29,5,11,21,1,27,43,45,13,23,35,17,2,6,26,11,22,45,24,20,8,10,15,17,39,40,14,11,22,42,36,12,1,6,29,15,26,10,"[18, 36, 7, 40, 30, 9, 12]","[14, 5, 19, 27, 29, 30, 35]","[5, 30, 2, 19, 37, 11, 28]","[43, 12, 5, 34, 19, 15, 2]","[29, 5, 23, 34, 35, 21, 42]","[20, 27, 12, 2, 37, 16, 11]","[11, 21, 1, 27, 43, 45, 13]","[17, 2, 6, 26, 11, 22, 45]","[8, 10, 15, 17, 39, 40, 14]","[42, 36, 12, 1, 6, 29, 15]","[1, 17, 7, 24, 26, 12, 34]","[34, 38, 6, 40, 14, 22, 29]","[37, 10, 29, 11, 16, 28, 28]","[29, 1, 32, 10, 11, 1, 31]","[11, 1, 9, 44, 6, 34, 34]","[42, 19, 21, 14, 6, 1, 13]","[14, 1, 3, 14, 41, 19, 28]","[41, 19, 4, 15, 6, 4, 22]","[23, 10, 5, 10, 36, 1, 34]","[35, 19, 25, 3, 11, 22, 1]","[17, 1, 16, 30, 16, 31, 40]","[40, 10, 4, 8, 31, 43, 1]"
165,774,20081216,18,2,40,30,20,31,27,11,35,1,17,7,24,26,12,34,33,13,18,36,7,40,30,9,12,11,39,14,5,19,27,29,30,35,20,37,5,30,2,19,37,11,28,14,13,43,12,5,34,19,15,2,32,3,29,5,23,34,35,21,42,13,4,20,27,12,2,37,16,11,29,5,11,21,1,27,43,45,13,23,35,17,2,6,26,11,22,45,24,20,8,10,15,17,39,40,14,11,22,"[1, 17, 7, 24, 26, 12, 34]","[18, 36, 7, 40, 30, 9, 12]","[14, 5, 19, 27, 29, 30, 35]","[5, 30, 2, 19, 37, 11, 28]","[43, 12, 5, 34, 19, 15, 2]","[29, 5, 23, 34, 35, 21, 42]","[20, 27, 12, 2, 37, 16, 11]","[11, 21, 1, 27, 43, 45, 13]","[17, 2, 6, 26, 11, 22, 45]","[8, 10, 15, 17, 39, 40, 14]","[18, 2, 40, 30, 20, 31, 27]","[36, 11, 13, 15, 16, 19, 23]","[3, 19, 29, 34, 41, 37, 25]","[37, 10, 29, 11, 16, 28, 28]","[29, 1, 32, 10, 11, 1, 31]","[11, 1, 9, 44, 6, 34, 34]","[42, 19, 21, 14, 6, 1, 13]","[14, 1, 3, 14, 41, 19, 28]","[41, 19, 4, 15, 6, 4, 22]","[23, 10, 5, 10, 36, 1, 34]","[35, 19, 25, 3, 11, 22, 1]","[17, 1, 16, 30, 16, 31, 40]"
166,775,20081223,28,5,39,31,45,33,35,32,9,18,2,40,30,20,31,27,11,35,1,17,7,24,26,12,34,33,13,18,36,7,40,30,9,12,11,39,14,5,19,27,29,30,35,20,37,5,30,2,19,37,11,28,14,13,43,12,5,34,19,15,2,32,3,29,5,23,34,35,21,42,13,4,20,27,12,2,37,16,11,29,5,11,21,1,27,43,45,13,23,35,17,2,6,26,11,22,45,24,20,"[18, 2, 40, 30, 20, 31, 27]","[1, 17, 7, 24, 26, 12, 34]","[18, 36, 7, 40, 30, 9, 12]","[14, 5, 19, 27, 29, 30, 35]","[5, 30, 2, 19, 37, 11, 28]","[43, 12, 5, 34, 19, 15, 2]","[29, 5, 23, 34, 35, 21, 42]","[20, 27, 12, 2, 37, 16, 11]","[11, 21, 1, 27, 43, 45, 13]","[17, 2, 6, 26, 11, 22, 45]","[28, 5, 39, 31, 45, 33, 35]","[32, 34, 39, 8, 43, 24, 28]","[37, 19, 26, 31, 11, 4, 28]","[3, 19, 29, 34, 41, 37, 25]","[37, 10, 29, 11, 16, 28, 28]","[29, 1, 32, 10, 11, 1, 31]","[11, 1, 9, 44, 6, 34, 34]","[42, 19, 21, 14, 6, 1, 13]","[14, 1, 3, 14, 41, 19, 28]","[41, 19, 4, 15, 6, 4, 22]","[23, 10, 5, 10, 36, 1, 34]","[35, 19, 25, 3, 11, 22, 1]"
167,776,20081230,4,9,19,21,17,10,28,2,12,28,5,39,31,45,33,35,32,9,18,2,40,30,20,31,27,11,35,1,17,7,24,26,12,34,33,13,18,36,7,40,30,9,12,11,39,14,5,19,27,29,30,35,20,37,5,30,2,19,37,11,28,14,13,43,12,5,34,19,15,2,32,3,29,5,23,34,35,21,42,13,4,20,27,12,2,37,16,11,29,5,11,21,1,27,43,45,13,23,35,"[28, 5, 39, 31, 45, 33, 35]","[18, 2, 40, 30, 20, 31, 27]","[1, 17, 7, 24, 26, 12, 34]","[18, 36, 7, 40, 30, 9, 12]","[14, 5, 19, 27, 29, 30, 35]","[5, 30, 2, 19, 37, 11, 28]","[43, 12, 5, 34, 19, 15, 2]","[29, 5, 23, 34, 35, 21, 42]","[20, 27, 12, 2, 37, 16, 11]","[11, 21, 1, 27, 43, 45, 13]","[4, 9, 19, 21, 17, 10, 28]","[1, 39, 41, 44, 18, 20, 31]","[12, 1, 22, 38, 1, 10, 31]","[37, 19, 26, 31, 11, 4, 28]","[3, 19, 29, 34, 41, 37, 25]","[37, 10, 29, 11, 16, 28, 28]","[29, 1, 32, 10, 11, 1, 31]","[11, 1, 9, 44, 6, 34, 34]","[42, 19, 21, 14, 6, 1, 13]","[14, 1, 3, 14, 41, 19, 28]","[41, 19, 4, 15, 6, 4, 22]","[23, 10, 5, 10, 36, 1, 34]"
168,777,20090106,45,32,27,10,30,37,5,44,35,4,9,19,21,17,10,28,2,12,28,5,39,31,45,33,35,32,9,18,2,40,30,20,31,27,11,35,1,17,7,24,26,12,34,33,13,18,36,7,40,30,9,12,11,39,14,5,19,27,29,30,35,20,37,5,30,2,19,37,11,28,14,13,43,12,5,34,19,15,2,32,3,29,5,23,34,35,21,42,13,4,20,27,12,2,37,16,11,29,5,"[4, 9, 19, 21, 17, 10, 28]","[28, 5, 39, 31, 45, 33, 35]","[18, 2, 40, 30, 20, 31, 27]","[1, 17, 7, 24, 26, 12, 34]","[18, 36, 7, 40, 30, 9, 12]","[14, 5, 19, 27, 29, 30, 35]","[5, 30, 2, 19, 37, 11, 28]","[43, 12, 5, 34, 19, 15, 2]","[29, 5, 23, 34, 35, 21, 42]","[20, 27, 12, 2, 37, 16, 11]","[45, 32, 27, 10, 30, 37, 5]","[1, 4, 7, 14, 22, 23, 24]","[9, 37, 32, 13, 41, 31, 34]","[12, 1, 22, 38, 1, 10, 31]","[37, 19, 26, 31, 11, 4, 28]","[3, 19, 29, 34, 41, 37, 25]","[37, 10, 29, 11, 16, 28, 28]","[29, 1, 32, 10, 11, 1, 31]","[11, 1, 9, 44, 6, 34, 34]","[42, 19, 21, 14, 6, 1, 13]","[14, 1, 3, 14, 41, 19, 28]","[41, 19, 4, 15, 6, 4, 22]"
169,778,20090113,3,38,16,40,41,43,1,9,33,45,32,27,10,30,37,5,44,35,4,9,19,21,17,10,28,2,12,28,5,39,31,45,33,35,32,9,18,2,40,30,20,31,27,11,35,1,17,7,24,26,12,34,33,13,18,36,7,40,30,9,12,11,39,14,5,19,27,29,30,35,20,37,5,30,2,19,37,11,28,14,13,43,12,5,34,19,15,2,32,3,29,5,23,34,35,21,42,13,4,"[45, 32, 27, 10, 30, 37, 5]","[4, 9, 19, 21, 17, 10, 28]","[28, 5, 39, 31, 45, 33, 35]","[18, 2, 40, 30, 20, 31, 27]","[1, 17, 7, 24, 26, 12, 34]","[18, 36, 7, 40, 30, 9, 12]","[14, 5, 19, 27, 29, 30, 35]","[5, 30, 2, 19, 37, 11, 28]","[43, 12, 5, 34, 19, 15, 2]","[29, 5, 23, 34, 35, 21, 42]","[3, 38, 16, 40, 41, 43, 1]","[5, 42, 12, 45, 15, 29, 31]","[1, 19, 19, 26, 16, 22, 31]","[9, 37, 32, 13, 41, 31, 34]","[12, 1, 22, 38, 1, 10, 31]","[37, 19, 26, 31, 11, 4, 28]","[3, 19, 29, 34, 41, 37, 25]","[37, 10, 29, 11, 16, 28, 28]","[29, 1, 32, 10, 11, 1, 31]","[11, 1, 9, 44, 6, 34, 34]","[42, 19, 21, 14, 6, 1, 13]","[14, 1, 3, 14, 41, 19, 28]"
170,779,20090120,15,45,23,8,37,27,35,22,16,3,38,16,40,41,43,1,9,33,45,32,27,10,30,37,5,44,35,4,9,19,21,17,10,28,2,12,28,5,39,31,45,33,35,32,9,18,2,40,30,20,31,27,11,35,1,17,7,24,26,12,34,33,13,18,36,7,40,30,9,12,11,39,14,5,19,27,29,30,35,20,37,5,30,2,19,37,11,28,14,13,43,12,5,34,19,15,2,32,3,"[3, 38, 16, 40, 41, 43, 1]","[45, 32, 27, 10, 30, 37, 5]","[4, 9, 19, 21, 17, 10, 28]","[28, 5, 39, 31, 45, 33, 35]","[18, 2, 40, 30, 20, 31, 27]","[1, 17, 7, 24, 26, 12, 34]","[18, 36, 7, 40, 30, 9, 12]","[14, 5, 19, 27, 29, 30, 35]","[5, 30, 2, 19, 37, 11, 28]","[43, 12, 5, 34, 19, 15, 2]","[15, 45, 23, 8, 37, 27, 35]","[35, 4, 39, 42, 12, 13, 16]","[7, 28, 20, 11, 26, 40, 7]","[1, 19, 19, 26, 16, 22, 31]","[9, 37, 32, 13, 41, 31, 34]","[12, 1, 22, 38, 1, 10, 31]","[37, 19, 26, 31, 11, 4, 28]","[3, 19, 29, 34, 41, 37, 25]","[37, 10, 29, 11, 16, 28, 28]","[29, 1, 32, 10, 11, 1, 31]","[11, 1, 9, 44, 6, 34, 34]","[42, 19, 21, 14, 6, 1, 13]"
171,780,20090127,45,3,21,28,24,34,31,12,42,15,45,23,8,37,27,35,22,16,3,38,16,40,41,43,1,9,33,45,32,27,10,30,37,5,44,35,4,9,19,21,17,10,28,2,12,28,5,39,31,45,33,35,32,9,18,2,40,30,20,31,27,11,35,1,17,7,24,26,12,34,33,13,18,36,7,40,30,9,12,11,39,14,5,19,27,29,30,35,20,37,5,30,2,19,37,11,28,14,13,"[15, 45, 23, 8, 37, 27, 35]","[3, 38, 16, 40, 41, 43, 1]","[45, 32, 27, 10, 30, 37, 5]","[4, 9, 19, 21, 17, 10, 28]","[28, 5, 39, 31, 45, 33, 35]","[18, 2, 40, 30, 20, 31, 27]","[1, 17, 7, 24, 26, 12, 34]","[18, 36, 7, 40, 30, 9, 12]","[14, 5, 19, 27, 29, 30, 35]","[5, 30, 2, 19, 37, 11, 28]","[45, 3, 21, 28, 24, 34, 31]","[2, 9, 10, 41, 15, 17, 24]","[31, 1, 3, 12, 6, 37, 31]","[7, 28, 20, 11, 26, 40, 7]","[1, 19, 19, 26, 16, 22, 31]","[9, 37, 32, 13, 41, 31, 34]","[12, 1, 22, 38, 1, 10, 31]","[37, 19, 26, 31, 11, 4, 28]","[3, 19, 29, 34, 41, 37, 25]","[37, 10, 29, 11, 16, 28, 28]","[29, 1, 32, 10, 11, 1, 31]","[11, 1, 9, 44, 6, 34, 34]"
172,781,20090203,8,24,32,5,35,7,17,12,42,45,3,21,28,24,34,31,12,42,15,45,23,8,37,27,35,22,16,3,38,16,40,41,43,1,9,33,45,32,27,10,30,37,5,44,35,4,9,19,21,17,10,28,2,12,28,5,39,31,45,33,35,32,9,18,2,40,30,20,31,27,11,35,1,17,7,24,26,12,34,33,13,18,36,7,40,30,9,12,11,39,14,5,19,27,29,30,35,20,37,"[45, 3, 21, 28, 24, 34, 31]","[15, 45, 23, 8, 37, 27, 35]","[3, 38, 16, 40, 41, 43, 1]","[45, 32, 27, 10, 30, 37, 5]","[4, 9, 19, 21, 17, 10, 28]","[28, 5, 39, 31, 45, 33, 35]","[18, 2, 40, 30, 20, 31, 27]","[1, 17, 7, 24, 26, 12, 34]","[18, 36, 7, 40, 30, 9, 12]","[14, 5, 19, 27, 29, 30, 35]","[8, 24, 32, 5, 35, 7, 17]","[7, 40, 9, 41, 19, 22, 31]","[1, 28, 40, 17, 31, 13, 7]","[31, 1, 3, 12, 6, 37, 31]","[7, 28, 20, 11, 26, 40, 7]","[1, 19, 19, 26, 16, 22, 31]","[9, 37, 32, 13, 41, 31, 34]","[12, 1, 22, 38, 1, 10, 31]","[37, 19, 26, 31, 11, 4, 28]","[3, 19, 29, 34, 41, 37, 25]","[37, 10, 29, 11, 16, 28, 28]","[29, 1, 32, 10, 11, 1, 31]"
173,782,20090210,5,1,16,23,29,18,44,33,38,8,24,32,5,35,7,17,12,42,45,3,21,28,24,34,31,12,42,15,45,23,8,37,27,35,22,16,3,38,16,40,41,43,1,9,33,45,32,27,10,30,37,5,44,35,4,9,19,21,17,10,28,2,12,28,5,39,31,45,33,35,32,9,18,2,40,30,20,31,27,11,35,1,17,7,24,26,12,34,33,13,18,36,7,40,30,9,12,11,39,"[8, 24, 32, 5, 35, 7, 17]","[45, 3, 21, 28, 24, 34, 31]","[15, 45, 23, 8, 37, 27, 35]","[3, 38, 16, 40, 41, 43, 1]","[45, 32, 27, 10, 30, 37, 5]","[4, 9, 19, 21, 17, 10, 28]","[28, 5, 39, 31, 45, 33, 35]","[18, 2, 40, 30, 20, 31, 27]","[1, 17, 7, 24, 26, 12, 34]","[18, 36, 7, 40, 30, 9, 12]","[5, 1, 16, 23, 29, 18, 44]","[3, 6, 14, 15, 21, 23, 30]","[17, 37, 39, 36, 41, 22, 13]","[1, 28, 40, 17, 31, 13, 7]","[31, 1, 3, 12, 6, 37, 31]","[7, 28, 20, 11, 26, 40, 7]","[1, 19, 19, 26, 16, 22, 31]","[9, 37, 32, 13, 41, 31, 34]","[12, 1, 22, 38, 1, 10, 31]","[37, 19, 26, 31, 11, 4, 28]","[3, 19, 29, 34, 41, 37, 25]","[37, 10, 29, 11, 16, 28, 28]"
174,783,20090217,2,20,4,23,45,41,30,35,6,5,1,16,23,29,18,44,33,38,8,24,32,5,35,7,17,12,42,45,3,21,28,24,34,31,12,42,15,45,23,8,37,27,35,22,16,3,38,16,40,41,43,1,9,33,45,32,27,10,30,37,5,44,35,4,9,19,21,17,10,28,2,12,28,5,39,31,45,33,35,32,9,18,2,40,30,20,31,27,11,35,1,17,7,24,26,12,34,33,13,"[5, 1, 16, 23, 29, 18, 44]","[8, 24, 32, 5, 35, 7, 17]","[45, 3, 21, 28, 24, 34, 31]","[15, 45, 23, 8, 37, 27, 35]","[3, 38, 16, 40, 41, 43, 1]","[45, 32, 27, 10, 30, 37, 5]","[4, 9, 19, 21, 17, 10, 28]","[28, 5, 39, 31, 45, 33, 35]","[18, 2, 40, 30, 20, 31, 27]","[1, 17, 7, 24, 26, 12, 34]","[2, 20, 4, 23, 45, 41, 30]","[38, 11, 44, 17, 19, 22, 27]","[11, 10, 20, 27, 11, 10, 40]","[17, 37, 39, 36, 41, 22, 13]","[1, 28, 40, 17, 31, 13, 7]","[31, 1, 3, 12, 6, 37, 31]","[7, 28, 20, 11, 26, 40, 7]","[1, 19, 19, 26, 16, 22, 31]","[9, 37, 32, 13, 41, 31, 34]","[12, 1, 22, 38, 1, 10, 31]","[37, 19, 26, 31, 11, 4, 28]","[3, 19, 29, 34, 41, 37, 25]"
175,784,20090224,41,13,30,2,45,28,34,3,9,2,20,4,23,45,41,30,35,6,5,1,16,23,29,18,44,33,38,8,24,32,5,35,7,17,12,42,45,3,21,28,24,34,31,12,42,15,45,23,8,37,27,35,22,16,3,38,16,40,41,43,1,9,33,45,32,27,10,30,37,5,44,35,4,9,19,21,17,10,28,2,12,28,5,39,31,45,33,35,32,9,18,2,40,30,20,31,27,11,35,"[2, 20, 4, 23, 45, 41, 30]","[5, 1, 16, 23, 29, 18, 44]","[8, 24, 32, 5, 35, 7, 17]","[45, 3, 21, 28, 24, 34, 31]","[15, 45, 23, 8, 37, 27, 35]","[3, 38, 16, 40, 41, 43, 1]","[45, 32, 27, 10, 30, 37, 5]","[4, 9, 19, 21, 17, 10, 28]","[28, 5, 39, 31, 45, 33, 35]","[18, 2, 40, 30, 20, 31, 27]","[41, 13, 30, 2, 45, 28, 34]","[32, 38, 10, 44, 12, 16, 24]","[5, 1, 17, 27, 1, 34, 1]","[11, 10, 20, 27, 11, 10, 40]","[17, 37, 39, 36, 41, 22, 13]","[1, 28, 40, 17, 31, 13, 7]","[31, 1, 3, 12, 6, 37, 31]","[7, 28, 20, 11, 26, 40, 7]","[1, 19, 19, 26, 16, 22, 31]","[9, 37, 32, 13, 41, 31, 34]","[12, 1, 22, 38, 1, 10, 31]","[37, 19, 26, 31, 11, 4, 28]"
